song_title,emotion,file_path
Asal_Mein_,darshan,"darshan_rav/Asal_Mein_-_Darshan_Raval___Official_Lyrical_Video___Indie_Music_Label(256k).mp3"
Mahiye_Jinna_Sohna_Official_Lyrical,darshan,"darshan_rav/Mahiye_Jinna_Sohna_Official_Lyrical_Video___Darshan_Raval___Lijo_George___Dard___Naushad_Khan(256k).mp3"
Mehrama_-_Official_Lyric_,darshan,"darshan_rav/Mehrama_-_Official_Lyric_Video___Love_Aaj_Kal___Kartik___Sara___Pritam___Darshan(256k).mp3"
O_Beliya_Official_Music,darshan,"darshan_rav/O_Beliya_Official_Music_Video___Darshan_Raval___Ahsaas_Channa___Naushad_Khan___Out_Of_Control(256k).mp3"
Soni_Soni___Ishq_Vishk_Rebound__,darshan,"darshan_rav/Soni_Soni___Ishq_Vishk_Rebound___Rohit_Saraf,_Pashmina__@DarshanRavalDZ@jonitamusic,_Rochak,Gurpreet(256k).mp3"
Born_To_Shine__,diljit,"diljit/Diljit_Dosanjh__Born_To_Shine__Audio__G.O.A.T.___Latest_Punjabi_Song_2020(256k).mp3"
_Kinni_Kinni__Official_,diljit,"diljit/Diljit_Dosanjh__Kinni_Kinni__Official_Audio__GHOST___Thiarajxtt,_Raj_Ranjodh(256k).mp3"
Lemonade___Visualiser__,diljit,"diljit/Diljit_Dosanjh__Lemonade___Visualiser____Drive_Thru(256k).mp3"
_G.O.A.T.__Official_Music,diljit,"diljit/Diljit_Dosanjh_-_G.O.A.T.__Official_Music_Video_(256k).mp3"
Hass_Hass__Official__,diljit,"diljit/Hass_Hass__Official_Video__Diljit_X_Sia(256k).mp3"
Pehle_Bhi_Main_,vishal,"vishal_mishra/ANIMAL_Pehle_Bhi_Main_Full_Video____Ranbir_Kapoor,Tripti_Dimri__Sandeep_V__Vishal_M,Raj_S__Bhushan_K(256k).mp3"
Janiye___Music,vishal,"vishal_mishra/Janiye___Music_Video___Chor_Nikal_Ke_Bhaga___Vishal_Mishra,_Rashmeet_Kaur__Netflix_India(256k).mp3"
Khoobsurat_-_Lyrical,vishal,"vishal_mishra/Khoobsurat_-_Lyrical_____Stree_2___Varun_Dhawan___Shraddha_Kapoor___Rajkummar_Rao___Vishal_Mishra(256k).mp3"
_Kaise_Hua___Kabir_Singh_,vishal,"vishal_mishra/LYRICAL__Kaise_Hua___Kabir_Singh___Shahid_K,_Kiara_A,_Sandeep_V___Vishal_Mishra,_Manoj_Muntashir(256k).mp3"
MANJHA__Lyrics_,vishal,"vishal_mishra/MANJHA__Lyrics__Aayush_Sharma___Saiee_M_Manjrekar___Vishal_Mishra___Riyaz_Aly___Anshul_Gar(256k).mp3"
Sun_Raha_Hai_Na_Tu_,shreya,"shreya_ghoshal/_Sun_Raha_Hai_Na_Tu_Female_Version__By_Shreya_Ghoshal_Aashiqui_2_Full_Video_Song__(256k).mp3"
Bahara_Full_,shreya,"shreya_ghoshal/Bahara_Full_Video_-_I_Hate_Luv_Storys_Sonam_Kapoor,_Imran_Shreya_Ghoshal,_Sona_Mohapatra(256k).mp3"
Dagabaaz_Re_,shreya,"shreya_ghoshal/Dagabaaz_Re_Full_Song__Audio__Dabangg_2__Feat._Salman_Khan,_Sonakshi_Sinha(256k).mp3"
_naino_ki_jo_baat__Naino_ki_jo_baat_naina_,shreya,"shreya_ghoshal/Female_version_naino_ki_jo_baat__Naino_ki_jo_baat_naina_jaane_hai_prateeksha_srivastava,ChandraSurya(256k).mp3"
Pal_Full_Video_-_,shreya,"shreya_ghoshal/Pal_Full_Video_-_Jalebi_Arijit_Singh_Shreya_Ghoshal_Rhea___Varun_Javed_-_Mohsin(256k).mp3"
Teri_Ore__,shreya,"shreya_ghoshal/Teri_Ore___Full_Audio__Singh_Is_Kinng__Akshay_K_Katrina_K_Pritam_Rahat_Fateh_Ali_Khan_Shreya_Ghoshal(256k).mp3"
Tujh_Mein_Rab_Dikhta_Hai_,shreya,"shreya_ghoshal/Tujh_Mein_Rab_Dikhta_Hai___Female_Version___Rab_Ne_Bana_Di_Jodi,_SRK,_Anushka_Sharma,_Shreya_Ghoshal(256k).mp3"
VE_KAMLEYA_-_ARIJIT_SINGH_,shreya,"shreya_ghoshal/VE_KAMLEYA_-_ARIJIT_SINGH____SHREYA_GOSHAL___Lyrics_____Lyrical_7(256k).mp3"
Aaye_Haaye__Official,neha,"neha_kakker/Aaye_Haaye__Official_Video____Karan_Aujla,_Nora_Fatehi,_Neha_Kakkar,_Jay_Trak___Bhushan_Kumar(256k).mp3"
Dil_Ko_Karaar_Aaya__,neha,"neha_kakker/Dil_Ko_Karaar_Aaya_-_Sidharth_Shukla___Neha_Sharma___Neha_Kakkar___YasserDesai___Rajat_Nagpal___Rana(256k).mp3"
DILBAR_Lyrical__,neha,"neha_kakker/DILBAR_Lyrical___Satyameva_Jayate__John_Abraham,_Nora_Fatehi,Tanishk_B,_Neha_Kakkar,Dhvani,_Ikka(256k).mp3"
_O_SAKI_SAKI___Batla_House_,neha,"neha_kakker/Full_Song__O_SAKI_SAKI___Batla_House___Nora_Fatehi,_Tanishk_B,Neha_K,Tulsi_K,_B_Praak,Vishal-Shekhar(256k).mp3"
_Tu_Hi_Yaar_Mera___,neha,"neha_kakker/LYRICAL__Tu_Hi_Yaar_Mera___Pati_Patni_Aur_Woh___Kartik_A,_Bhumi_P,_Ananya_P___Rochak,Arijit_S,Neha_K(256k).mp3"
Mile_Ho_Tum_-_,neha,"neha_kakker/Mile_Ho_Tum_-_Reprise_Version___Neha_Kakkar___Tony_Kakkar___Fever___Gaurav_Jang(256k).mp3"
Har_Kisi_Ko___Boss,neeti,"niti_mohan/_Har_Kisi_Ko___Boss__Arijit_Singh,_Neeti_Mohan___Akshay_Kumar,_Sonakshi_Sinha_Lyrics_Bollywood_Songs(256k).mp3"
Sadi_Gali_Full_Song_,neeti,"niti_mohan/_Sadi_Gali_Full_Song__Nautanki_Saala_★_Ayushmann_Khurrana,_Pooja_Salvi(256k).mp3"
Ishq_Wala_Love___,neeti,"niti_mohan/Ishq_Wala_Love____SOTY___Alia_Bhatt,_Sidharth_Malhotra,_Varun_Dhawan___Neeti_Mohan___4K(256k).mp3"
Jiya_Re_Song___,neeti,"niti_mohan/Jiya_Re_Song___Jab_Tak_Hai_Jaan___Shah_Rukh_Khan___Anushka___Neeti_Mohan___A._R._Rahman(256k).mp3"
Kashmir_Main_Tu_Kanyakumari_Lyrical_,neeti,"niti_mohan/Kashmir_Main_Tu_Kanyakumari_Lyrical__Chennai_Express__Shahrukh_K,_Deepika_P,Sunidhi_C,Arijit_S,Neeti(256k).mp3"
Kheech_Meri_Photo,neeti,"niti_mohan/Kheech_Meri_Photo(256k).mp3"
_Kudiye_Ni_Song___Feat.,neeti,"niti_mohan/LYRICAL__Kudiye_Ni_Song___Feat.__Aparshakti_Khurana___Sargun_Mehta___Neeti_Mohan___New_Song_2019(256k).mp3"
Meri_Jaan__Lyrics___,neeti,"niti_mohan/Meri_Jaan__Lyrics____Gangubai_Kathiawadi___Alia_Bhatt,_Neeti_Mohan,_Sanjay_Leela_Bhansali,_Kumaar(256k).mp3"
Naino_wale_Ne_-,neeti,"niti_mohan/Naino_wale_Ne_-_Padmaavat__Lyrics_(256k).mp3"
Sapna_Jahan_-_Lyric_,neeti,"niti_mohan/Sapna_Jahan_-_Lyric_Video___Brothers___Akshay_Kumar___Jacqueline_Fernandez(256k).mp3"
Sooryavanshi__Mere_Yaaraa_Song__,neeti,"niti_mohan/Sooryavanshi__Mere_Yaaraa_Song___Akshay_Kumar,_Katrina_Kaif,_Rohit_Shetty,_Arijit_S_Neeti___JAM8_KAG(256k).mp3"
Tu_Hain_Toh_-_Neeti_Mohan_,neeti,"niti_mohan/Tu_Hain_Toh_-_Neeti_Mohan_Version___Mr.___Mrs._Mahi___Rajkummar,_Janhvi___Hunny,_Bunny,_Sagar(256k).mp3"
Tu_Hi_Tu__Reprise___,neeti,"niti_mohan/Tu_Hi_Tu__Reprise____Kick___Neeti_Mohan___Salman_Khan___Jacqueline_Fernandez(256k).mp3"
Hum_Mar_Jayenge__Aashiqui_2,tulsi,"Tulsi Kumar/_Hum_Mar_Jayenge__Aashiqui_2_Full_Song_With_Lyrics___Aditya_Roy_Kapur,_Shraddha_Kapoor(256k).mp3"
Piya_Aaye_Na__Aashiqui_2,tulsi,"Tulsi Kumar/_Piya_Aaye_Na__Aashiqui_2_Full_Song_with_Lyrics___Aditya_Roy_Kapur,_Shraddha_Kapoor(256k).mp3"
Chahun_Main_Ya_Naa__Aashiqui_2,palak,"palak muchal/_Chahun_Main_Ya_Naa__Aashiqui_2_Full_Song_With_Lyrics___Aditya_Roy_Kapur,_Shraddha_Kapoor(256k).mp3"
PREM_RATAN_DHAN_PAYO_,palak,"palak muchal/_PREM_RATAN_DHAN_PAYO__Title_Song__Full_VIDEO____Salman_Khan,_Sonam_Kapoor___Palak_Muchhal_T-Series(256k).mp3"
Baatein_Ye_Kabhi_Na__,palak,"palak muchal/Baatein_Ye_Kabhi_Na__Female_(256k).mp3"
Kabhi_Yaadon_Mein__Lyrical,palak,"palak muchal/Kabhi_Yaadon_Mein__Lyrical_Video__Divya_Khosla_Kumar___Arijit_Singh,_Palak_Muchhal(256k).mp3"
KAUN_TUJHE__Lyrical,palak,"palak muchal/KAUN_TUJHE__Lyrical___M.S._DHONI_-THE_UNTOLD_STORY___Amaal_Mallik_Palak___Sushant_Singh_Disha_Patani(256k).mp3"
Meri_Aashiqui_,palak,"palak muchal/Meri_Aashiqui_Full_Song__Audio__Aashiqui_2___Arijit_Singh,_Palak_Muchhal,_Mithoon(256k).mp3"
Tu_Hi_Hai_Aashiqui_Lyrics_,palak,"palak muchal/Tu_Hi_Hai_Aashiqui_Lyrics_-_Arijit_Singh_,_Palak_Muchhal(256k).mp3"
Duniya_Lyrics_,dhvani,"Bhanushali/Duniya_Lyrics_With_English_Translation_-_Luka_Chuppi___Kartik_Aaryan_Kriti_Sanon___Akhil___Dhvani_B(256k).mp3"
Meri_Aashiqui_,dhvani,"Bhanushali/ISHARE_TERE_Song___Guru_Randhawa,_Dhvani_Bhanushali___DirectorGifty___Bhushan_Kumar(256k).mp3"
Leja_Re__Audio_Song___,dhvani,"Bhanushali/Leja_Re__Audio_Song____Dhvani_Bhanushali___Tanishk_Bagchi___Rashmi_Virag___Siddharth(256k).mp3"
Lyrical__Psycho_Saiyaan___Saaho_,dhvani,"Bhanushali/Lyrical__Psycho_Saiyaan___Saaho___Prabhas,_Shraddha_Kapoor___Tanishk_Bagchi,_Dhvani_B,_Sachet_T(256k).mp3"
Nayan_Lyrical_Song__,dhvani,"Bhanushali/Nayan_Lyrical_Song___Dhvani_B_Jubin_N__Lijo_G_Dj_Chetas_Manoj_M_Manhar_U___Radhika_Vinay___Bhushan_K(256k).mp3"
Sauda_Khara_Khara_-_Lyrical__,dhvani,"Bhanushali/Sauda_Khara_Khara_-_Lyrical___Good_Newwz___Akshay,_Kareena,_Diljit,_Kiara___Sukhbir___Dhvani(256k).mp3"
Vaaste_Song_,dhvani,"Bhanushali/Vaaste_Song__Dhvani_Bhanushali,_Tanishk_Bagchi___Nikhil_D_Souza___Bhushan_Kumar___Radhika_R,_Vinay_S(256k).mp3"
Blue_Eyes__,honey,"honey_singh/Blue_Eyes_Full_Video_Song_Yo_Yo_Honey_Singh___Blockbuster_Song_Of_2013(256k).mp3"
Dheere_Dheere_Se_Meri_,honey,"honey_singh/Dheere_Dheere_Se_Meri_Zindagi_Video_Song__OFFICIAL__Hrithik_Roshan,_Sonam_Kapoor___Yo_Yo_Honey_Singh(256k).mp3"
Exclusive__LOVE_DOSE,honey,"honey_singh/Exclusive__LOVE_DOSE_Full_Video_Song___Yo_Yo_Honey_Singh,_Urvashi_Rautela___Desi_Kalakaar(256k).mp3"
JATT_MEHKMA_SONG_,honey,"honey_singh/JATT_MEHKMA_SONG__Full_Video___YO_YO_HONEY_SINGH___GLORY___BHUSHAN_KUMAR(256k).mp3"
Kuley_Kuley__,honey,"honey_singh/Kuley_Kuley___Honey_3.0___Yo_Yo_Honey_Singh___Apache_Indian___Zee_Music_Originals(256k).mp3"
Mere_Mehboob_Qayamat_Hogi_,honey,"honey_singh/Mere_Mehboob_Qayamat_Hogi_-_Yo_Yo_Honey_Singh(256k).mp3"
MILLIONAIRE_SONG__,honey,"honey_singh/MILLIONAIRE_SONG__Full_Video___@YoYoHoneySingh____GLORY___BHUSHAN_KUMAR(256k).mp3"
SUPERMAN_Video_Song_,honey,"honey_singh/SUPERMAN_Video_Song___ZORAWAR___Yo_Yo_Honey_Singh___T-Series(256k).mp3"
Main_Agar_Kahoon,sonu,"sonu/Abhi_Mujh_Mein_Kahin__From__Agneepath__(256k).mp3"
Bole_Chudiyan,sonu,"sonu/Bole_Chudiyan(256k).mp3"
Main_Agar_Kahoon,sonu,"sonu/Main_Agar_Kahoon(256k).mp3"
Mere_Dholna_3.0__Sonu_Nigam,sonu,"sonu/Mere_Dholna_3.0__Sonu_Nigam_Version___From__Bhool_Bhulaiyaa_3__(256k).mp3"
Soniyo(256k),sonu,"sonu/Soniyo(256k).mp3"
Zoobi_Doobi__From__3_Idiots__(256k),sonu,"sonu/Zoobi_Doobi__From__3_Idiots__(256k).mp3"
A.R._Rahman_-_Tere_Bina,a r rahman,"a r rahman/A.R._Rahman_-_Tere_Bina_Best_Video__Guru_Aishwarya_Rai_Abhishek_Bachchan_Chinmayi(256k).mp3"
Jaane_Tu_Ya_Jaane_Na,a r rahman,"a r rahman/Lyrical__Kabhi_Kabhi_Aditi_Zindagi___Jaane_Tu_Ya_Jaane_Na___A.R._Rahman___Rashid_Ali(256k).mp3"
Rait_Zara_Si__Lyrical____Atrangi_Re,a r rahman,"a r rahman/Rait_Zara_Si__Lyrical____Atrangi_Re___@ARRahman_Akshay,_Dhanush,Sara,Arijit,_Shashaa,_Bhushan_K(256k).mp3"
Kun_Faya_Kun,a r rahman,"a r rahman/ROCKSTAR__Kun_Faya_Kun__Full_Video_Song____Ranbir_Kapoor___A.R._Rahman,_Javed_Ali,_Mohit_Chauhan(256k).mp3"
Vande_Mataram,a r rahman,"a r rahman/Vande_Mataram_-_A.R._Rahman_Maa_Tujhe_Salaam_Official_Video_Mehboob_Bharat_Bala(256k).mp3"
Abhi_Na_Jao_Chhod_Kar,mohammed rafi,"mohammed rafi/Abhi_Na_Jao_Chhod_Kar_Full_Lyrics_Translation___Mohammed_Rafi,_Asha_Bhosle___Hum_Dono___Dev_Anand(256k).mp3"
Chura_Liya_Hai_Tumne_Jo_Dil_Ko,mohammed rafi,"mohammed rafi/Chura_Liya_Hai_Tumne_Jo_Dil_Ko____4K_Video______Yaadon_Ki_Baaraat___Zeenat_A___Asha_B,_Mohammed_Rafi(256k).mp3"
Gulabi_Aankhen_jo_teri_dekhi_old_song,mohammed rafi,"mohammed rafi/Gulabi_Aankhen_jo_teri_dekhi_old_song___गुलाबी_आँखें_जो_तेरी_देखी___Mohammed_Rafi___R._D._Burman(256k).mp3
Kya_Hua_Tera_Wada,mohammed rafi,"mohammed rafi/Kya_Hua_Tera_Wada___Lyrics____Mohammad_Rafi___Old_song(256k).mp3
ikhe_Jo_Khat_Tujhe,mohammed rafi,"mohammed rafi/Likhe_Jo_Khat_Tujhe___4K_Video___Kanyadaan___Shashi_Kapoor,_Asha_Parekh___Mohammed_Rafi(256k).mp3"
Pal_Pal_Dil_Ke_Paas,kishor kumar,"kishor kumar/Blackmail_-_Pal_Pal_Dil_Ke_Paas_Tum_Rehti_Ho_-_Kishore_Kumar(256k).mp3"
Neele_Neele_Ambar_Par,kishor kumar,"kishor kumar/Neele_Neele_Ambar_Par__Male_Version__-_Kalaakaar_Kishore_Kumar_Sridevi_Kunal_Goswami(256k).mp3"
O_Mere_Dil_Ke_Chain,kishor kumar,"kishor kumar/O_Mere_Dil_Ke_Chain___Lyrics__Kishore_Kumar(256k).mp3"
Yeh_Shaam_Mastani,kishor kumar,"kishor kumar/Yeh_Shaam_Mastani_4K___Kishore_Kumar___Rajesh_Khanna___Kati_Patang___Classic_Bollywood_4K_Video_Song(256k).mp3"
एक_अजनबी_हसीना_से,kishor kumar,"kishor kumar/एक_अजनबी_हसीना_से_4K_-_किशोर_कुमार_-_राजेश_खन्ना_-_Ajanabee_Movie_Songs(256k).mp3"
Agar_Ho_Tum,jubin,"jubin/Agar_Ho_Tum_-_Lyric_Video_Mr.__Mrs._Mahi_Rajkummar,_Janhvi___Tanishk,Jubin(256k).mp3"
Dil_Galti_Kar_Baitha_Hai,jubin,"jubin/Dil_Galti_Kar_Baitha_Hai__Lyrical____Meet_Bros_Ft._Jubin_Nautiyal___Mouni_Roy___Manoj_M___Ashish_P(256k).mp3"
Humnava_Mere,jubin,"jubin/Humnava_Mere_Lyrical_Video___Jubin_Nautiyal___Manoj_Muntashir___Rocky_-_Shiv___Bhushan_Kumar(256k).mp3"
Raataan_Lambiyan,jubin,"jubin/Raataan_Lambiyan_-_Lyric_Video__Shershaah_Sidharth,_Kiara_Tanishk_B._Jubin_Asees(256k).mp3"
Tum_Hi_Aana_Lyric,jubin,"jubin/Tum_Hi_Aana_Lyrics_-_Marjaavan___Jubin_Nautiyal___Ritesh_D___Sidharth_M___Payal_Dev(256k).mp3"
Genda_Phool,badshah,"badshah/Badshah_–_Genda_Phool___Jacqueline_Fernandez___Payal_Dev___Hit_Anthem_of_the_Year_2021(256k) - Copy.mp3"
Jugnu,badshah,"badshah/Badshah_-_Jugnu__Official_Video____Nikhita_Gandhi___Akanksha_Sharma(256k).mp3"
Soulmate,badshah,"badshah/Badshah_X_Arijit_Singh_-_Soulmate__Official_Lyric_Video____EK_THA_RAJA(256k).mp3"
Paani_Paani,badshah,"badshah/Paani_Paani_-_Lyrics__Badshah___Aastha_Gill(256k).mp3"
Proper_Patola,badshah,"badshah/Proper_Patola_-_Official_Video___Namaste_England___Arjun___Parineeti___Badshah___Diljit___Aastha(256k).mp3"
She_Move_It_Like,badshah,"badshah/She_Move_It_Like_-_Official_Video___Badshah___Warina_Hussain___ONE_Album(256k).mp3"
Beete_Lamhe,kk,"kk/_Beete_Lamhe__Lyrical_Video_Song____The_Train___K.K.___Mithoon___Emraan_Hashmi,_Geeta_Basra(256k).mp3"
Ajab_Si,kk,"kk/Ajab_Si__Lyrics__Aankho_Mein_Teri_Om_Shanti_Om_KK_@tseries_#songlyrics_#viral(256k).mp3"
Alvida,kk,"kk/Alvida__LYRICS__-_K.K._💔___Pritam___Life_In_A_Metro___Kangana_Ranaut,_Shilpa_Shetty___Anurag_Basu(256k).mp3"
Dil_Kyun_Yeh_Mera_Shor_Kare,kk,"kk/Dil_Kyun_Yeh_Mera_Shor_Kare__Lyrics_video__-_KK(256k).mp3"
Haan_Tu_Hain,kk,"kk/Haan_Tu_Hain_Audio_Song_-_Jannat_Emraan_Hashmi,_Sonal_Chauhan_KK_Pritam_Sayeed_Quadri(256k).mp3"
KHUDA_JAANE,kk,"kk/KHUDA_JAANE_FULL_SONG__LYRICS__-_K.K.___SHILPA_RAO___BACHNA_AE_HASEENO(256k).mp3"
Dil_Ibaadat_Kar_Raha_Hai,kk,"kk/KK___Dil_Ibaadat_Kar_Raha_Hai__Lyrical_Video____Emraan_Hashmi___Soha_Ali_Khan___Pritam___Tum_Mile(256k).mp3"
Tadap_Tadap_Ke,kk,"kk/Tadap_Tadap_Ke_FULL_SONG_WITH__LYRICS_Krishnakumar_Kunnath__K.K_,_Ismail_Darbar,_Mehboob_Alam_Kotwal(256k).mp3"
TU_HI_MERI_SHAB_HAI,kk,"kk/TU_HI_MERI_SHAB_HAI__LYRICS__-_K.K.___GANGSTER___PRITAM___EMRAAN_HASHMI(256k).mp3"
Zara_Sa,kk,"kk/Zara_Sa_Lyric_Video_-_Jannat_Emraan_Hashmi,_Sonal_Chauhan_KK_Pritam_Sayeed_Quadri(256k).mp3"
Baahon_mein_Chale_Aao,lata mangeshkar,"lata mangeshkar/Baahon_mein_Chale_Aao_Lyrics(256k).mp3"
Dushman_Na_Kare_Dost_Ne_Wo,lata mangeshkar,"lata mangeshkar/Dushman_Na_Kare_Dost_Ne_Wo_Kaam___Amit_Kumar,_Lata_Mangeshkar___Aakhir_Kyon_1985_Songs___Smita_Patil(256k) - Copy.mp3"
Lag_Jaa_Gale,lata mangeshkar,"lata mangeshkar/Lag_Jaa_Gale_-_Sadhana,_Lata_Mangeshkar,_Woh_Kaun_Thi_Romantic_Song(256k).mp3"
Mehndi_Laga_Ke_Rakhna,lata mangeshkar,"lata mangeshkar/Mehndi_Laga_Ke_Rakhna_Full_Song_With_Lyrics_By_Lata_Mangeshkar____Udit_Narayan(256k).mp3"
Mere_Khwabon_Mein,lata mangeshkar,"lata mangeshkar/Mere_Khwabon_Mein___Lyrical_Song___Dilwale_Dulhania_Le_Jayenge___Kajol,_SRK___Lata_Mangeshkar___DDLJ(256k).mp3"
डफली_वाले_डफली_बजा,lata mangeshkar,"lata mangeshkar/डफली_वाले_डफली_बजा_-_Lyrical_4K_Song___Lata_Mangeshkar___जया_प्रदा_-_ऋषि_कपूर(256k).mp3"

Aashayein_Lyrical_,motivation,"motivation/Aashayein_Lyrical_Song_Video_-_Iqbal___Naseeruddin,_Shreyas___KK,_Salim_Merchant___Motivational_Song(256k).mp3"
Bandeya_Re_Bandeya___Simbha,motivation,"motivation/Bandeya_Re_Bandeya___Simbha___Arijit_Singh__Lyrics_Song(256k).mp3"
BESABRIYAAN_Full_Song_,motivation,"motivation/BESABRIYAAN_Full_Song_Audio___M._S._DHONI_-_THE_UNTOLD_STORY___Sushant_Singh_Rajput___Latest_Songs(256k).mp3"
Brothers_Anthem_Lyric,motivation,"motivation/Brothers_Anthem_Lyric_Video_-_Brothers___Akshay_Kumar___Sidharth_Malhotra(256k).mp3"
Chak_De!_India_,motivation,"motivation/Chak_De!_India_[English_Translation]_Lyrics(256k).mp3"
Chal_Utth_Bandeya_,motivation,"motivation/Chal_Utth_Bandeya_Full_Song_with_Lyrics___DO_LAFZON_KI_KAHANI___Randeep_Hooda,_Kajal_Aggarwal(256k).mp3"
Dangal_-,motivation,"motivation/Dangal_-_Title_Track___Lyrical_Video___Dangal___Aamir_Khan___Pritam___Amitabh_B___Daler_Mehndi(256k).mp3"
Dhaakad_-_Lyrics,motivation,"motivation/Dhaakad_-_Lyrics_Video___Dangal___Aamir_Khan___Pritam___Amitabh_Bhattacharya___Raftaar(256k).mp3"
Ek Zindagi -,motivation,"motivation/Ek Zindagi - Angrezi Medium 320 Kbps.mp3"
Jagga_Jiteya_-,motivation,"motivation/Jagga_Jiteya_-_Full_Audio___URI___Vicky_Kaushal,_Yami_Gautam__Daler_Mehndi,_Dee_MC,_Shashwat_Sachdev(256k).mp3"
Lakshya_,motivation,"motivation/Lakshya_Full_Video_-_Title_Track_Hrithik_Roshan_Shankar_Ehsaan_Loy_Javed_Akhtar(256k).mp3"
Piyush_Mishra__Aarambh__Lyrical_,motivation,"motivation/Piyush_Mishra__Aarambh__Lyrical_Video_Song___Gulaal___K._K._Menon,_Abhimannyu_Singh,_Mahi_Gill(256k).mp3"
Sanju__KAR_HAR_MAIDAAN_FATEH_,motivation,"motivation/Sanju__KAR_HAR_MAIDAAN_FATEH_Full_Video_Song___Ranbir_Kapoor___Rajkumar_Hirani(256k).mp3"
Ziddi_Dil_-_Lyrical_,motivation,"motivation/Ziddi_Dil_-_Lyrical_Video___Mary_Kom___Vishal_Dadlani___Priyanka_Chopra___HD(256k).mp3"
Zinda_Lyric_,motivation,"motivation/Zinda_Lyric_Video_-_Bhaag_Milkha_Bhaag_Farhan_Akhtar_Siddharth_Mahadevan_Prasoon_Joshi(256k).mp3"
_Aisa_Jaadu_Dala_Re__,sunidhichauhan,"sunidhi chauhan/_Aisa_Jaadu_Dala_Re_[Full_Song]____Khakee___Lara_Dutta___Akshaye_Kumar(256k).mp3"
_Sheila_Ki_Jawani___,sunidhichauhan,"sunidhi chauhan/_Sheila_Ki_Jawani__Full_Song___Tees_Maar_Khan___Katrina_Kaif___Vishal_Dadlani,_Sunidhi_Chauhan(256k).mp3"
Aa_Zara_Kareeb_Se__LYRICS__,sunidhichauhan,"sunidhi chauhan/Aa_Zara_Kareeb_Se__LYRICS__-_Sunidhi_Chauhan___Murder_2___Emraan_Hashmi,_Jacqueline_Fernandez(256k).mp3"
Beedi_-__,sunidhichauhan,"sunidhi chauhan/Beedi_-_Full_Audio_Song___Omkara___Bipasha_Basu___Ajay_Devgan,_Saif_Ali_Khan,_Vivek_Oberoi(256k).mp3"
Bhage_Re_Man_Lyrical_,sunidhichauhan,"sunidhi chauhan/Bhage_Re_Man_Lyrical_Video___Chameli___Sunidhi_Chauhan___Irshad_Kamil___Kareena_Kapoor,_Rahul_Bose(256k).mp3"
Chhaila___Shreya_Ghoshal_x_Sunidhi_Chauhan_,sunidhichauhan,"sunidhi chauhan/Chhaila___Shreya_Ghoshal_x_Sunidhi_Chauhan___Salim_Sulaiman___Shraddha_Pandit___Bhoomi_2024(256k).mp3"
Chor_Bazari_lyrics_,sunidhichauhan,"sunidhi chauhan/Chor_Bazari_lyrics_[hindi___english](256k).mp3"
Dhoom_Machale_Song__,sunidhichauhan,"sunidhi chauhan/Dhoom_Machale_Song___DHOOM,_Esha_Deol,_John_Abraham,_Abhishek,_Uday,_Sunidhi_Chauhan,_Pritam,_Sameer(256k).mp3"
Dilliwali_Girlfriend_,sunidhichauhan,"sunidhi chauhan/Dilliwali_Girlfriend_Full_Song_Yeh_Jawaani_Hai_Deewani___Ranbir_Kapoor,_Deepika_Padukone___Pritam(256k).mp3"
Ishq_Sufiyana_,sunidhichauhan,"sunidhi chauhan/Ishq_Sufiyana_.mp3"
Kamli_Song__,sunidhichauhan,"sunidhi chauhan/Kamli_Song___Dhoom_3___Katrina_Kaif,__Aamir_Khan___Sunidhi_Chauhan___Pritam___Amitabh_Bhattacharya(256k).mp3"
Mere_Haath_Mein_,sunidhichauhan,"sunidhi chauhan/Mere_Haath_Mein___Full_Song___Fanaa___Aamir_Khan,_Kajol___Sonu_Nigam,_Sunidhi_Chauhan___Jatin-Lalit(256k).mp3"
Ali_Maula_Audio_Song__,qawali,"qawwali/Ali_Maula_Audio_Song_-_Kurbaan_Kareena_Kapoor,_Saif_Ali_Khan_Salim-Sulaiman_Niranjan_I(256k).mp3"
Arziyan_Lyrics_,qawali,"qawwali/Arziyan_Lyrics__By_Ar_Rahman__Maula_Maula_Lyrics____Javed_Ali__Lyrics(256k).mp3"
_Tajdar-e-Haram__Atif_Aslam,qawali,"qawwali/Coke_Studio_Season_8__Tajdar-e-Haram__Atif_Aslam(256k).mp3"
Kun_Faya_Kun_lyrics_,qawali,"qawwali/Kun_Faya_Kun_lyrics__Rockstar_Ranbir_Kapoor___A.R._Rahman,_Javed_Ali,_MohitChauhan(256k).mp3"
_Bhar_Do_Jholi_Meri__,qawali,"qawwali/Lyrical____Bhar_Do_Jholi_Meri____Adnan_Sami_Pritam___Bajrangi_Bhaijaan___Salman_Khan(256k).mp3"
Aisa_Damru_Bajaya_Bhole_Nath_Ne___Lyrics__,"god,bholenath","Bholenath/Aisa_Damru_Bajaya_Bhole_Nath_Ne___Lyrics___Original_Music___Damru_Bajaya___Hansraj_Raghuwanshi__(128k).mp3"
Laagi_Lagan_Shankara__,"god,bholenath","Bholenath/Laagi_Lagan_Shankara___Hansraj_Raghuwanshi___Komal_Saklani___Holi_Special_2021___Ricky___Jamie__(128k).mp3"
Namo_Namo_-_Lyrical__,"god,bholenath","Bholenath/Namo_Namo_-_Lyrical___Kedarnath___Sushant_Rajput___Sara_Ali_Khan___Amit_Trivedi___Amitabh_B(128k).mp3"
