song_title,emotion,file_path
Sawan_Special_भोले_से_भोले_बाबा__,"god,bholenath","Bholenath/Sawan_Special_भोले_से_भोले_बाबा_BHOLE_SE_BHOLE_BABA_SHAHNAAZ_AKHTAR_शहनाज़_अख्तर__MOB.9753716278(128k).mp3"
बेटा_हु_महाकाल_का__,"god,bholenath","Bholenath/बेटा_हु_महाकाल_का_!_Bhole_Baba_Mere_Hai_Main_Beta_Hu_Mahakal_Ka_!_Nitin_Bhagwan_!_Shree_Darshan(128k).mp3"
सावन_स्पेशल___महाकाल_नजर_आए_,"god,bholenath","Bholenath/सावन_स्पेशल___महाकाल_नजर_आए___Kishan_Bhagat___Mahakal_Nazar_Aaye___New_Shiv_Bhajan___Ujjain_Ke_Raja(128k).mp3"
Bigdi_Meri_Bana_De_Devi__,navratri,"Navratri/Bigdi_Meri_Bana_De_Devi_Bhajan_By_Lakhbir_Singh_Lakkha_[Full_Song]_Beta_Bulaye(128k).mp3"
Maay_Bhavani___Tanhaji,navratri,"Navratri/Full_Video__Maay_Bhavani___Tanhaji__The_Unsung_Warrior___Ajay,_Kajol___Sukhwinder_S,_Shreya_G(128k).mp3"
MORI_MAIYA_KI_CHUNAR_UDI_JAYE_,navratri,"Navratri/MORI_MAIYA_KI_CHUNAR_UDI_JAYE_-_मोरी_मईया_की_चुनर_उड़_जाये_-_SHAHNAZ_AKHTAR_-_Ajaz_Khan(128k).mp3"
नवरात्रि_Special__Maiya_Ka_Chola_Hai_,navratri,"Navratri/नवरात्रि_Special__Maiya_Ka_Chola_Hai_Rangla_with_Lyrics,🙏Devi_Bhajan🙏,LAKHBIR_SINGH_LAKKHA,माता_भजन(128k).mp3"
प्यारा_सजा_है_तेरा_द्वार_भवानी_,navratri,"Navratri/प्यारा_सजा_है_तेरा_द्वार_भवानी_I_Pyara_Saja_Hai_Tera_Dwar_Bhawani_I_LAKHBIR_SINGH_LAKKHA_I_Navratri(128k).mp3"
Daddy__Aala_Re_Aala_Ganesha_Song,ganpati,"Ganpati/Daddy__Aala_Re_Aala_Ganesha_Song_With_Lyrics___Ganesh_Chaturthi_Special_2017(128k).mp3"
Deva Shree Ganesha - Agneepath,ganpati,"Ganpati/Deva Shree Ganesha - Agneepath.mp3"
Gajanana__Uncut,ganpati,"Ganpati/Gajanana__Uncut_Full_Song____Bajirao_Mastani___Sukhwinder_Singh___Ranveer_Singh,_Priyanka,_Deepika(128k).mp3"
Morya_Re_-_Bedardi__,ganpati,"Ganpati/Morya_Re_-_Bedardi___Jasraj_Joshi___Arun_Nalawada,_Omkar_Kulkarni___Pooja_Narang(128k).mp3"
Suno_Ganpati_Bappa_Morya_Lyrical,ganpati,"Ganpati/Suno_Ganpati_Bappa_Morya_Lyrical___Judwaa_2___Varun_Dhawan___Jacqueline___Taapsee___Sajid-Wajid(128k).mp3"
JALTE_DIYE__,diwali,"Diwali/_JALTE_DIYE__Full_VIDEO_song___PREM_RATAN_DHAN_PAYO___Salman_Khan,_Sonam_Kapoor___T-Series(128k).mp3"
Din_Din_Diwali_-_Diwali_,diwali,"Diwali/Din_Din_Diwali_-_Diwali.mp3"
Happy_Diwali__Full_Song_,diwali,"Diwali/Happy_Diwali__Full_Song__Film_-_Home_Delivery-_Aapko...Ghar_Tak(128k).mp3"
आई_है_दिवाली_सुनो_जी_घरवाली,diwali,"Diwali/आई_है_दिवाली_सुनो_जी_घरवाली_HD_-_आमदनी_अठन्नी_खर्चा_रुपइया_-_गोविंदा,_जूही_चावला,_तबु_-_Diwali_Son(128k).mp3"
आली_दिवाळी___Aali_Diwali__,diwali,"Diwali/आली_दिवाळी___Aali_Diwali___Official_Song___Superhit_Diwali_Song___Satyam_Patil___Yukta_Patil(128k).mp3"
HoliSong___Holi_Ke_Din_Dil_Khil_Jate_Hain_,holi,"Holi/HoliSong___Holi_Ke_Din_Dil_Khil_Jate_Hain.mp3"
Balam_Pichkari_Full_Song,holi,"Holi/Balam_Pichkari_Full_Song_Video_Yeh_Jawaani_Hai_Deewani___PRITAM___Ranbir_Kapoor,_Deepika_Padukone(128k).mp3"
Holi_Mein_Rangeele___Holi_Special__,holi,"Holi/Holi_Mein_Rangeele___Holi_Special_Dance___Dance_video(128k).mp3"
Hori_Khele_Raghuveera,holi,"Holi/Hori_Khele_Raghuveera_Full_Song___Baghban___Amitabh_Bachchan,_Hema_Malini(128k).mp3"
Rang_Barse_Song___Holi_Song_,holi,"Holi/Rang_Barse_Song___Holi_Song___Silsila___Amitabh_Bachchan,_Rekha,_Sanjeev,_Jaya___रंग_बरसे___होली_गीत(128k).mp3"
Aaj_Sajeya__Lyrics_,"wedding,marriage","weding/Aaj_Sajeya__Lyrics____Alaya_F___Goldie_Sohel___Trending_Wedding_Song_2021(256k).mp3"
afreen_afreen_song_lyrics,"wedding,marriage","weding/afreen_afreen_song_lyrics(256k).mp3"
Ananya_-_Teri_Meri_Kahani__Lyrics,"wedding,marriage","weding/Ananya_-_Teri_Meri_Kahani__Lyrics_(256k).mp3"
Badri_Ki_Dulhania__,"wedding,marriage","weding/Badri_Ki_Dulhania__Title_Track__Varun,_Alia,_Tanishk,_Neha,_Monali,_Ikka____Badrinath_Ki_Dulhania_(256k).mp3"
Chunnari_Chunnari__,"wedding,marriage","weding/Chunnari_Chunnari___Biwi_No.1___Salman_Khan___Sushmita_Sen___Abhijeet_Bhattacharya___Anuradha_Sriram(256k).mp3"
Dilbaro_-_Lyrical_,"wedding,marriage","weding/Dilbaro_-_Lyrical___Raazi___Alia_Bhatt___Vicky_Kaushal___Harshdeep_Kaur,_Vibha_S,_Shankar_Mahadevan(256k).mp3"
Din Shagna Da,"wedding,marriage","weding/Din Shagna Da_Lyrical_Video____Phillauri___Anushka_Sharma,_Diljit_Dosanjh___Jasleen_Royal(256k).mp3"
Do_Anjaane_Ajnabi___Vivah_,"wedding,marriage","weding/Do_Anjaane_Ajnabi___Vivah___Shreya_Ghoshal,_Udit_Narayan___AVS(256k).mp3"
Joote_Do_Paise_Lo,"wedding,marriage","weding/Joote_Do_Paise_Lo_Full_Song_With_Lyrics___Hum_Aapke_Hain_Koun___Salman_Khan___Madhuri_Dixit(256k).mp3"
Kala_Chashma_-_,"wedding,marriage","weding/Kala_Chashma_-_Full_Video__Baar_Baar_Dekho__Sidharth_Katrina___Prem_Hardeep_Kam_Badshah_Neha_Indeep(256k).mp3"
Kanda_Kacheya_Ne__,"wedding,marriage","weding/Kanda_Kacheya_Ne__From__Daana_Paani__Soundtrack_(256k).mp3"
Karan_Aujla_-_Tauba_Tauba,"wedding,marriage","weding/Karan_Aujla_-_Tauba_Tauba__Lyrics_(256k).mp3"
Kudmayi_-_Lyrical_,"wedding,marriage","weding/Kudmayi_-_Lyrical___Rocky_Aur_Rani_Kii_Prem_Kahaani___Ranveer___Alia___Shahid___Pritam__Amitabh(256k).mp3"
MADHANYA_-_Rahul_Vaidya_,"wedding,marriage","weding/MADHANYA_-_Rahul_Vaidya___Disha_Parmar___Asees_Kaur__Lijo-DJ_Chetas__Anshul_Garg___Wedding_Song_2021(256k).mp3"
Mehndi_Laga_Ke_Rakhna__,"wedding,marriage","weding/Mehndi_Laga_Ke_Rakhna_Full_Song_With_Lyrics_By_Lata_Mangeshkar____Udit_Narayan(256k).mp3"
Mujhse_Shadi_Karogi_,"wedding,marriage","weding/Mujhse_Shadi_Karogi_Full_Song___Mujhse_Shaadi_Karogi(256k).mp3"
Nachdi_Phira_-,"wedding,marriage","weding/Nachdi_Phira_-_Full_Audio___Secret_Superstar___Aamir_Khan___Zaira_Wasim___Amit_Trivedi___Kausar(256k).mp3"
Piya_Ghar_Aavenge___Lyrical,"wedding,marriage","weding/Piya_Ghar_Aavenge___Lyrical_Video___Kailash_Kher___Paresh_Kamath___Naresh_Kamath___Chaandan_Mein(256k).mp3"
Raanjhanaa__Lyrics_,"weding,marriage","weding/Raanjhanaa__Lyrics____Title_Song___Dhanush,_Sonam_Kapoor,_Jaswinder_Singh,_Shiraz_Uppal(256k).mp3"
Saawariya_-_Official_Lyric_,"wedding,marriage","weding/Saawariya_-_Official_Lyric_Video__Aastha_Gill__Kumar_Sanu__Arjun_Bijlani(256k).mp3"
Sajna_-_Wedding_Teaser____,"wedding,marriage","weding/Sajna_-_Wedding_Teaser___Darshan_Raval_Dharal_Surelia(256k).mp3"
Teri_Ore__,"wedding,marriage","weding/Teri_Ore___Full_Audio__Singh_Is_Kinng__Akshay_K_Katrina_K_Pritam_Rahat_Fateh_Ali_Khan_Shreya_Ghoshal(256k).mp3"
WHAT_JHUMKA__,"wedding,marriage","weding/WHAT_JHUMKA___full_lyrics___song(256k).mp3"
Deewangi_Deewangi___Om_Shanti_Om,"wedding,marriage","weding/Deewangi_Deewangi___Om_Shanti_Om___Shahrukh_Khan___Deepika_Padukone___Vishal-Shekhar(256k).mp3"
Aloo_Kachaloo_Beta_Kahan_Gaye_They,"kid,kids,baby,children","kids/Aloo_Kachaloo_Beta_Kahan_Gaye_They__Popular_Hindi_Song_आलू_कचालू_बेटा_कहाँ_गए_थे,लकड़ी_की_काठी(256k).mp3"
Baa_Baa_Black_Sheep,"kid,kids,baby,children","kids/Baa_Baa_Black_Sheep___@CoComelon_Nursery_Rhymes___Kids_Songs(256k).mp3"
Baby_Shark,"kid,kids,baby,children","kids/Baby_Shark___@CoComelon_Nursery_Rhymes___Kids_Songs(256k).mp3"
Bandar_Mama_Pahan_Pajama,"kid,kids,baby,children","kids/Bandar_Mama_Pahan_Pajama_-_3D_Animated_Hindi_Rhymes(256k).mp3"
Bath_Song___,"kid,kids,baby,children","kids/Bath_Song___@CoComelon_Nursery_Rhymes___Kids_Songs(256k).mp3"
Ek_Mota_Hathi_Khelne_Gaya,"kid,kids,baby,children","kids/Ek_Mota_Hathi_Khelne_Gaya,_एक_मोटा_हाथी,_Hindi_Cartoon_Song_and_Baby_Videos(256k).mp3"
Five_Little_Monkeys_Jumping_on_the_bed,"kid,kids,baby,children","kids/Five_Little_Monkeys_Jumping_on_the_bed_-_3D_Animation_English_Nursery_rhyme_for_children(256k).mp3"
Johny_Johny_Yes_Papa,"kid,kids,baby,children","kids/Johny_Johny_Yes_Papa_👶_THE_BEST_Song_for_Children___Kids_Songs___LooLoo_Kids(256k).mp3"
Kalu_Madari___Hindi_Balgeet,"kid,kids,baby,children","kids/Kids_Hindi_Rhyme___Kalu_Madari___Hindi_Balgeet___कालू_मदारी___Kids_Tv_India___Hindi_Nursery_Rhymes(256k).mp3"
Naani_teri_morni_ko,"kid,kids,baby,children","kids/Naani_teri_morni_ko_mor_le_gayest_lyrics(256k) (1).mp3"
Peek_A_Boo,"kid,kids,baby,children","kids/Peek_A_Boo___@CoComelon_Nursery_Rhymes___Kids_Songs(256k).mp3"
Wheels_on_the_Bus,"kid,kids,baby,children","kids/Wheels_on_the_Bus___@CoComelon_Nursery_Rhymes___Kids_Songs(256k).mp3"
Yes_Yes_Playground_Song,"kid,kids,baby,children","kids/Yes_Yes_Playground_Song___@CoComelon_Nursery_Rhymes___Kids_Songs(256k).mp3"
Aaha_Tamatar_Bade_Mazedar,"kid,kids,baby,children","kids/आहा_टमाटर_-_Aaha_Tamatar_Bade_Mazedar_-_Nursery_Rhymes_and_Kids_Song_in_Hindi__Anaya_Rhymes_#cartoon(256k).mp3"

Breathless___Shankar_Mahadevan_,"mahadevan","Shankar Mahadevan/Breathless___Shankar_Mahadevan_Full_Version_!!!(256k).mp3"
Dil_Chahta_Hai_Title_Song,"mahadevan","Shankar Mahadevan/Dil_Chahta_Hai_Title_Song_Lyrical_Video___Shankar_Mahadevan_Aamir_Khan,Akshaye_Khanna,Saif_Ali_Khan(256k).mp3"
Sapnon_Se_Bhare_Naina,"mahadevan","Shankar Mahadevan/Full_Video__Sapnon_Se_Bhare_Naina___Luck_By_Chance___Farhan_Akhtar___Shankar_Mahadevan(256k).mp3"
Lakshya,"mahadevan","Shankar Mahadevan/Lakshya____shankar_Mhadevan__2004___lyrics_(256k).mp3"
Taare_zameen_par,"mahadevan","Shankar Mahadevan/Maa_[_Slowed_and_Reverb_]___Taare_zameen_par___Shankar_Mahadevan___Lyric_Video(256k).mp3"


Subha_Hone_Na_De_,"party,dj","party/_Subha_Hone_Na_De_Full_Song___Desi_Boyz___Akshay_Kumar_,John_Abraham___Pritam____Mika_Singh,_Kumaar(256k).mp3"
Badri_Ki_Dulhania,"party,dj","party/Badri_Ki_Dulhania__Title_Track__Varun,_Alia,_Tanishk,_Neha,_Monali,_Ikka____Badrinath_Ki_Dulhania_(256k).mp3"
Balam_Pichkari_,"party,dj","party/Balam_Pichkari_Full_Song_Video_Yeh_Jawaani_Hai_Deewani___PRITAM___Ranbir_Kapoor,_Deepika_Padukone(256k).mp3"
Character_Dheela,"party,dj","party/Character_Dheela_2.0__Video__Shehzada___Kartik,_Kriti___Neeraj,_Pritam___Rohit_D___Bhushan_Kumar(256k).mp3"
Chogada_-_Loveyatri,"party,dj","party/Chogada_-_Loveyatri__Lyrics____Darshan_Raval___Asees_Kaur(256k).mp3"
Coca-Cola_,"party,dj","party/Coca-Cola_lyric(256k).mp3"
Dance_Ka_Bhoot_,"party,dj","party/Dance_Ka_Bhoot_-_Lyric_Video__Brahmāstra__Ranbir,Alia__Pritam,_Arijit,_Jonita,_Amitabh(256k).mp3"
Desi_Boyz-Title_Song,"party,dj","party/Desi_Boyz-Title_Song__Make_some_noise_for_the_Desi_Boyz__lyrics_[full_song](256k).mp3"
DILBAR_,"party,dj","party/DILBAR_Full_Song___Satyameva_Jayate___John_Abraham_Nora_Fatehi___Tanishk_B_Neha_Kakkar_Ikka_Dhvani(256k).mp3"
Dilliwali_Girlfriend,"party,dj","party/Dilliwali_Girlfriend_Full_Song_Yeh_Jawaani_Hai_Deewani___Ranbir_Kapoor,_Deepika_Padukone___Pritam(256k).mp3"
hawa_hawa_,"party,dj","party/hawa_hawa_lyrics_mubarakaan(256k).mp3"
Kala_Chashma,"party,dj","party/Kala_Chashma_-_Full_Video__Baar_Baar_Dekho__Sidharth_Katrina___Prem_Hardeep_Kam_Badshah_Neha_Indeep(256k).mp3"
Kusu_Kusu__,"party,dj","party/Kusu_Kusu__Lyrics__Satyameva_Jayate_2___Nora_Fatehi___Zahrah_S_Khan,_Dev_Negi,_John_Abraham(256k).mp3"
London_Thumakda,"party,dj","party/London_Thumakda_Lyrics(256k).mp3"
Main_Tera_Boyfriend_Song___Raabta___,"party,dj","party/Main_Tera_Boyfriend_Song___Raabta___Arijit_S___Neha_K_Meet_Bros___Sushant_Singh_Rajput_Kriti_Sanon(256k).mp3"
O_Saki_Saki__Lyrics,"party,dj","party/O_Saki_Saki__Lyrics__-_Nora_Fatehi___Neha_K___Tulsi_K___B_Praak___Batla_House(256k).mp3"
Pyaar_Hota_Kayi_Baar_Hai,"party,dj","party/Pyaar_Hota_Kayi_Baar_Hai__Full_video__Tu_Jhoothi_Main_Makkaar__Ranbir,Shraddha,Pritam,Arijit,Amitabh(256k).mp3"
Show_Me_The_Thumka__Song__Tu_Jhoothi_Main_Makkaar_,"party,dj","party/Show_Me_The_Thumka__Song__Tu_Jhoothi_Main_Makkaar__Ranbir,Shraddha_Pritam_Sunidhi,Shashwat_Amitabh_B(256k).mp3"
Tauba_Tauba_-_Karan_Aujla__Lyrics,"party,dj","party/Tauba_Tauba_-_Karan_Aujla__Lyrics_English_Meaning_(256k).mp3"







